,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0005903709248596,-0.0006586406555001,-0.0006658984711758,-0.0005356419550109,-0.0005019856441583,0.0301611785994367,-0.0005769191771818,-0.0008821444185465,-0.0005908801201435,-0.000527166730775,-0.0004575747465666,-0.0004954785702224,0.0090375298784244,0.0015409283141154
1,0.52,-0.0006002804129645,-0.0006686400109685,-0.0006769400529605,-0.000546929784771,-0.0005137025790433,0.0302198466826932,-0.000587078581119,-0.0008917209268246,-0.0006023189614043,-0.0005384905537254,-0.0004671794325865,-0.000505363112774,0.0090411260505414,0.001538172647031
2,0.54,-0.0006120618540262,-0.000678440606598,-0.0006888481977838,-0.0005589664243421,-0.0005257631457932,0.0302699527214799,-0.0005975546407143,-0.0009006966599593,-0.0006140015138224,-0.0005510915577675,-0.0004780177148394,-0.0005168908073206,0.0090434605168817,0.0015353648312592
3,0.56,-0.0006210741680036,-0.0006888741827456,-0.0006990625566713,-0.0005705617620266,-0.0005383503103745,0.0303198894492015,-0.0006084103667332,-0.0009105287535522,-0.000626984346042,-0.0005649319384906,-0.0004895566920439,-0.0005283631021056,0.0090456826780454,0.0015317307686968
4,0.58,-0.0006337546718545,-0.0006994731198163,-0.0007107423511397,-0.0005824591780203,-0.0005504535146547,0.0303646580823679,-0.0006199159832928,-0.0009198399051567,-0.0006385434879906,-0.0005770389508209,-0.0005019297365835,-0.0005410099790643,0.0090468869235797,0.0015272620612393
5,0.6,-0.0006434777391739,-0.0007103189523194,-0.0007220090486426,-0.0005944815328196,-0.0005631609771759,0.0304096958561763,-0.0006304270910479,-0.0009294398092682,-0.0006513623901974,-0.0005886292891626,-0.0005131912454877,-0.0005526638706584,0.0090495148507415,0.0015225542878369
6,0.62,-0.0006557859641753,-0.0007214577148983,-0.0007337807798487,-0.0006054818116077,-0.0005767647511814,0.0304523000087537,-0.0006423011002665,-0.0009402840772128,-0.0006645450619338,-0.0006033870342877,-0.0005257213813979,-0.0005647573536917,0.0090503953460204,0.0015183732491118
7,0.64,-0.000666739895808,-0.0007326961647626,-0.0007454178053867,-0.0006184920911255,-0.0005900164869237,0.0304956129733513,-0.0006536631361167,-0.0009512922877606,-0.0006765347527076,-0.0006158506973688,-0.0005381268260639,-0.0005768269590085,0.0090507246443508,0.0015134657256246
8,0.66,-0.0006782422685378,-0.0007431574148857,-0.0007569267332746,-0.0006317934851016,-0.0006029088622287,0.0305387185439851,-0.0006655107691714,-0.0009609381351351,-0.0006906435774533,-0.0006290940748261,-0.0005511750307006,-0.0005901464994656,0.0090516667149383,0.0015065092746515
9,0.6799999999999999,-0.0006899991249214,-0.0007549858022465,-0.0007698132636807,-0.0006435764972669,-0.0006168611884023,0.0305811422212993,-0.0006780222976017,-0.0009728748202742,-0.0007033241596445,-0.000643211858799,-0.000563474541638,-0.0006032009437007,0.0090524057801201,0.0015009892210227
10,0.7,-0.0007020677467372,-0.0007667329384323,-0.0007815379818385,-0.0006565772558351,-0.0006304217675519,0.0306240569725472,-0.00068954823034,-0.0009838032971913,-0.0007167454292821,-0.0006562800705498,-0.0005765568050381,-0.0006161316113951,0.0090545757897986,0.0014941101449266
11,0.72,-0.0007144063252236,-0.0007788478048815,-0.0007946841537705,-0.0006690646605363,-0.0006442218905324,0.0306695486581895,-0.0007019807236077,-0.0009950943065302,-0.0007309528011315,-0.00066949370136,-0.000590005943253,-0.0006292438220895,0.0090566337137335,0.001487574778686
12,0.74,-0.0007269118900953,-0.000791574974745,-0.0008065651921361,-0.0006835059917192,-0.0006574457555489,0.0307142343863903,-0.0007145025596385,-0.0010062922639306,-0.0007442448494746,-0.0006828580089758,-0.0006032777451144,-0.0006422462602786,0.0090589418881957,0.0014814966415529
13,0.76,-0.0007389835038826,-0.0008035067218945,-0.0008194519857917,-0.0006958722699615,-0.0006704118548112,0.0307595460484254,-0.0007269487781041,-0.0010183491459865,-0.0007586283065303,-0.000696845233873,-0.0006164716453,-0.0006561313406117,0.009061413331924,0.0014737076564772
14,0.78,-0.0007511451743393,-0.0008164359966996,-0.0008322043232894,-0.0007099265797718,-0.0006854656692215,0.0308063274639032,-0.000739542340813,-0.0010306671130191,-0.0007720735815371,-0.0007108741333839,-0.0006300037904029,-0.0006696653898646,0.009064590095532,0.0014667737421419
15,0.8,-0.0007647916619672,-0.0008291562548265,-0.000845656387576,-0.0007239320249937,-0.0006994091460341,0.030855831432083,-0.0007529965839904,-0.0010426985570467,-0.0007853770317974,-0.0007253171470356,-0.0006440502716248,-0.000683977573297,0.0090668981726684,0.0014590248760145
16,0.8200000000000001,-0.0007768123554817,-0.0008420504109754,-0.0008586853177408,-0.0007370349367695,-0.000713875547925,0.0309046717880216,-0.0007656279312754,-0.0010546571227232,-0.0007998231311992,-0.0007393631500217,-0.0006567600136601,-0.0006977768330848,0.009070535406116,0.0014519535536191
17,0.8400000000000001,-0.0007901998133179,-0.0008548015144628,-0.0008721077830678,-0.0007505171510961,-0.0007274441584584,0.0309540241973176,-0.0007787130695861,-0.0010675092977419,-0.000814145681537,-0.0007531410910443,-0.0006719393524301,-0.0007112858980139,0.0090746261172281,0.0014451470449609
18,0.86,-0.0008029619001411,-0.0008677724830169,-0.0008857159082098,-0.0007651782202925,-0.0007423520341051,0.0310055062437369,-0.000792358139094,-0.0010801926137013,-0.0008287484708651,-0.0007681443826791,-0.0006851789885366,-0.0007263665113161,0.0090790085505857,0.0014373595783288
19,0.88,-0.0008155149274689,-0.000880961271795,-0.0008987587108104,-0.0007786975980181,-0.0007564425997555,0.031057937426563,-0.0008052013295546,-0.0010924867150082,-0.0008431690459044,-0.0007821257661747,-0.0006987801226025,-0.0007403814998706,0.0090834076191752,0.0014293242760304
20,0.9,-0.0008290294657798,-0.0008946651799956,-0.0009125679060321,-0.0007931029195234,-0.0007709351917519,0.0311093386624218,-0.0008181935431301,-0.0011056709993666,-0.0008582031694099,-0.0007965926544452,-0.0007142530108766,-0.0007546662722773,0.0090879188989128,0.0014215485784359
21,0.92,-0.000841845248762,-0.0009073257967411,-0.0009264010570108,-0.0008068941066588,-0.0007854730200497,0.0311634590342845,-0.0008321819871989,-0.0011189778512864,-0.0008727487315181,-0.0008116431215546,-0.0007279377217965,-0.000769425902267,0.0090929907757404,0.0014132629029035
22,0.94,-0.0008558655099512,-0.0009207140346832,-0.0009400870471565,-0.0008212910302093,-0.0008003088357719,0.0312171713314071,-0.0008457660249841,-0.0011322846080287,-0.0008875727193976,-0.0008260968764265,-0.0007419534731201,-0.0007838562323276,0.0090982386761213,0.0014056316153369
23,0.96,-0.0008686999069583,-0.0009345255627784,-0.0009539580831848,-0.0008351856631678,-0.0008149867472925,0.03127268232957,-0.0008596246605057,-0.0011452894729698,-0.0009023165872406,-0.0008406315817525,-0.0007567895049278,-0.0007986234109688,0.009103799683163,0.0013976244408184
24,0.98,-0.0008825668344153,-0.0009481312410338,-0.0009679508886822,-0.0008498589052943,-0.0008300931170304,0.031327878953937,-0.0008732659549884,-0.0011582840227162,-0.0009177266639974,-0.0008556641485434,-0.0007715087230922,-0.0008132614276204,0.0091093484607177,0.0013895301630314
25,1.0,-0.0008957820839928,-0.0009619171872602,-0.0009826319653424,-0.0008641665941994,-0.0008446674030646,0.031382994534621,-0.0008877012493185,-0.0011717548120432,-0.0009321742680034,-0.0008706993910467,-0.0007861053334258,-0.0008281936315404,0.0091152789833632,0.0013810582753047
26,1.02,-0.0009088736227794,-0.0009758313016331,-0.0009962037485099,-0.0008790286982524,-0.0008598308355977,0.031439842971288,-0.0009012164984881,-0.0011858746480534,-0.00094766432895,-0.0008857936715909,-0.0008007196446797,-0.0008431179154417,0.0091205860208096,0.0013729195491663
27,1.04,-0.0009229204075702,-0.0009897133038603,-0.0010109262243435,-0.0008937239540148,-0.0008746096287442,0.0314964981808027,-0.000915563129288,-0.0011992943576291,-0.0009622894606139,-0.0009004970692531,-0.0008155880684201,-0.0008579020351818,0.0091271409213743,0.0013642726772948
28,1.06,-0.0009362892828075,-0.0010036033196349,-0.0010252860259634,-0.000907902200444,-0.0008895368421146,0.0315539064468444,-0.0009293588375803,-0.0012129076044208,-0.0009778724737749,-0.0009155921961528,-0.0008300683884619,-0.0008726841701334,0.0091329547917536,0.0013557857147479
29,1.08,-0.0009503424098185,-0.0010179698869026,-0.0010397711650854,-0.0009226473993734,-0.0009045347034846,0.0316113937401047,-0.0009439164380211,-0.0012266594408228,-0.0009931052604429,-0.0009308037827652,-0.0008449359582026,-0.0008877892755342,0.0091395216706965,0.0013476128556028
30,1.1,-0.0009639467619338,-0.0010318407791403,-0.0010539892416329,-0.0009376930634403,-0.000919513370072,0.031668962189962,-0.0009577748068957,-0.0012404790441185,-0.0010086641736068,-0.0009459946680923,-0.0008600051984657,-0.0009029748817814,0.0091460349730393,0.001338748007626
31,1.12,-0.000978099320425,-0.0010461702869798,-0.0010687448324985,-0.0009520971544827,-0.0009348747152393,0.0317266639673868,-0.0009721617410035,-0.0012539102313036,-0.0010241807109909,-0.0009609827925272,-0.0008746855861006,-0.0009182118593079,0.0091523982328436,0.0013300963766786
32,1.14,-0.0009917070452719,-0.0010602658793023,-0.0010825784897916,-0.0009671735967112,-0.0009496892544641,0.0317852740396203,-0.000986481776956,-0.0012685954271269,-0.0010391499322711,-0.0009759483799748,-0.0008896166150154,-0.0009332722316242,0.0091587369568327,0.0013212612060018
33,1.16,-0.0010054508485413,-0.0010746696664261,-0.0010973314329236,-0.0009818801328833,-0.0009647344886585,0.031843414229482,-0.0010005538915575,-0.0012823115742073,-0.0010544667258656,-0.0009916868767308,-0.0009047840361111,-0.0009488317996393,0.0091654903515386,0.0013128942623573
34,1.1800000000000002,-0.0010197474544865,-0.001088986488576,-0.0011113818016851,-0.0009963962253835,-0.0009799555829306,0.0319019102127974,-0.0010147814288503,-0.0012965047203399,-0.0010699959140158,-0.0010066446974429,-0.0009190526886435,-0.0009640091846972,0.0091721801372846,0.0013037833583588
35,1.2000000000000002,-0.0010337277861831,-0.0011030078813535,-0.001126284740841,-0.0010114128410716,-0.0009954261786006,0.0319602034333221,-0.0010291393824275,-0.0013105166780025,-0.0010855890143951,-0.0010220992739619,-0.0009345750612839,-0.0009793212903616,0.0091790486551211,0.0012947524892117
36,1.22,-0.0010475250828658,-0.0011174803127528,-0.0011410350639681,-0.0010265036904787,-0.0010106760386168,0.0320185129276539,-0.0010434035483266,-0.0013246450806391,-0.0011010558614698,-0.0010373193033949,-0.0009498021192645,-0.0009942346201048,0.0091856261024159,0.0012860309680876
37,1.24,-0.0010616989552259,-0.0011319189152637,-0.0011559882797869,-0.0010410343546821,-0.0010258461716972,0.0320775183267352,-0.0010576908525553,-0.0013388635390956,-0.0011165154120509,-0.001052518473363,-0.0009648598363528,-0.0010099289730775,0.0091927377458057,0.0012772569394494
38,1.26,-0.0010756984710633,-0.0011463827021959,-0.0011700218498911,-0.0010564416416634,-0.0010411323525041,0.0321356483071717,-0.0010724180298586,-0.0013533453132302,-0.0011320723338312,-0.0010678915249654,-0.0009798539059104,-0.0010254567995147,0.0091992969122218,0.0012681832705954
39,1.28,-0.0010894904708798,-0.0011607602160775,-0.0011845579827799,-0.0010711790526735,-0.0010563494469222,0.0321937298795722,-0.0010866148931106,-0.0013673499676544,-0.0011475439521724,-0.0010832040319243,-0.0009951349678655,-0.0010408333291186,0.0092055651482893,0.0012594452569308
40,1.3,-0.0011037396946078,-0.0011751327736834,-0.0011996162115285,-0.0010860553610095,-0.0010717104270175,0.0322517889080406,-0.0011009540340142,-0.001381530992118,-0.0011629313370597,-0.0010984131671535,-0.0010103700375949,-0.0010564450696529,0.0092124993673926,0.0012501035991576
41,1.32,-0.0011178670453454,-0.0011897788893673,-0.0012141830458874,-0.0011010625792041,-0.0010869535058977,0.032310374238016,-0.001115344789312,-0.0013960251489227,-0.0011783658320214,-0.00111405664377,-0.0010252952407961,-0.0010718457289314,0.0092189267142928,0.0012408502848086
42,1.34,-0.0011318365126155,-0.0012041209149742,-0.0012287118080892,-0.0011159952263865,-0.0011023209864427,0.0323684504286149,-0.0011302151864496,-0.0014103243227624,-0.001194213706833,-0.0011291624371468,-0.0010405953411529,-0.0010871910931186,0.0092257368415954,0.0012318453441162
43,1.36,-0.0011457548934894,-0.0012185592755693,-0.0012438603050961,-0.0011311517169561,-0.0011174324000896,0.0324255459370301,-0.0011446717657207,-0.0014245899685345,-0.0012099002340153,-0.00114478723194,-0.0010555940795051,-0.0011025481396593,0.0092322631232541,0.0012225803245809
44,1.38,-0.001159869422541,-0.0012332308322792,-0.0012583267754849,-0.0011458086249214,-0.0011329634606139,0.0324835247317986,-0.0011588271915783,-0.0014389300322854,-0.0012252691362776,-0.0011599568396205,-0.0010707747674977,-0.0011179858681586,0.0092392371660306,0.001213535589593
45,1.4,-0.0011738160144314,-0.0012476630644413,-0.0012728642628922,-0.0011606693246438,-0.0011483841350503,0.0325406536018079,-0.0011735689442821,-0.0014531515087936,-0.0012408483891022,-0.0011753183608037,-0.0010858672569559,-0.0011336379474738,0.0092455495761584,0.0012041069883297
46,1.42,-0.0011879941787231,-0.0012620480796604,-0.0012878246912186,-0.0011758474184619,-0.0011633557332704,0.0325971424310258,-0.0011877330833044,-0.0014673739547137,-0.0012567296553853,-0.001190654907106,-0.0011011634230088,-0.0011489630398485,0.0092514444133792,0.0011947858678169
47,1.44,-0.0012019797872513,-0.0012768568911471,-0.0013024946404526,-0.0011906502854755,-0.0011785783729657,0.0326537703075553,-0.0012020779133256,-0.0014817553813655,-0.0012721503196794,-0.0012060579206916,-0.0011162076864424,-0.0011643874600824,0.0092582264173984,0.0011855347906641
48,1.46,-0.0012158729451331,-0.0012911779318844,-0.0013172659496983,-0.0012055320484076,-0.0011939399313705,0.0327096457535812,-0.0012168141324933,-0.00149596962738,-0.001287625202085,-0.0012213584989844,-0.0011311255531305,-0.001180074065605,0.0092642587575071,0.0011759434226521
49,1.48,-0.0012299862494174,-0.0013056303369343,-0.0013317767834531,-0.0012206433940563,-0.0012091560755123,0.0327661809918573,-0.0012311657132736,-0.0015101984569387,-0.0013032039103743,-0.0012366192228275,-0.0011464338215172,-0.0011954913080049,0.0092704327801207,0.0011667914083603
50,1.5,-0.001243934592824,-0.0013200321982247,-0.001346351597735,-0.0012352792280201,-0.0012245128995724,0.0328216160320641,-0.0012456229694292,-0.0015246307710384,-0.0013190231246617,-0.0012519332746099,-0.0011618355418376,-0.001210636232982,0.0092772827699669,0.0011574699994671
51,1.52,-0.0012579200809938,-0.0013345972416474,-0.0013611253761503,-0.0012502491225876,-0.0012395853160168,0.0328770911442551,-0.0012599783019525,-0.0015388347930388,-0.0013343328186127,-0.0012671809128181,-0.0011767154382912,-0.0012262309702648,0.0092825090328254,0.001148053557644
52,1.54,-0.0012715836641031,-0.0013489925290439,-0.0013756401857774,-0.0012651572733747,-0.0012547494291316,0.0329321874033531,-0.0012741921690056,-0.0015531599200643,-0.0013497029702736,-0.0012823338074261,-0.0011916937291147,-0.0012416281583867,0.0092888049771922,0.0011386826517441
53,1.56,-0.0012858216553349,-0.001363305050469,-0.0013902502007031,-0.0012798305528227,-0.001269979906808,0.0329864804145461,-0.0012886254960838,-0.0015674422473331,-0.0013652630887695,-0.0012977238828645,-0.001206730433155,-0.0012568412707372,0.0092943682797858,0.0011295482888103
54,1.58,-0.0012996555972613,-0.0013777916663664,-0.0014047360873558,-0.0012948452579158,-0.0012852447190876,0.0330406275611191,-0.0013030459675021,-0.0015817871281656,-0.0013806900640076,-0.0013129035899041,-0.0012218626076919,-0.0012721946737526,0.0093002589569746,0.0011197119158762
55,1.6,-0.0013135066941738,-0.0013919763962582,-0.0014192446717736,-0.0013094766690477,-0.0013003251784071,0.0330943955445352,-0.0013171823547581,-0.0015958309288788,-0.0013960857312876,-0.0013280208503984,-0.0012367375459712,-0.0012875642464543,0.0093059322221287,0.0011100025855957
56,1.62,-0.0013272666031283,-0.0014064461400042,-0.0014339890544246,-0.0013243765691179,-0.0013152852485561,0.0331478853287075,-0.0013314889017828,-0.0016099398105811,-0.0014115108131676,-0.0013431340527332,-0.0012516646829498,-0.001303063691105,0.0093116088225428,0.001100824426314
57,1.64,-0.0013410806238252,-0.0014208037323565,-0.0014483217235567,-0.0013390523862834,-0.0013302967291048,0.0332010909669647,-0.0013457139551173,-0.0016242196079264,-0.0014269591145653,-0.0013584181019634,-0.0012669541058878,-0.0013182750831157,0.0093173039322617,0.0010911191600386
58,1.66,-0.0013549967020026,-0.0014351800976128,-0.001463005121699,-0.0013534331939566,-0.001345440654693,0.0332538362842689,-0.0013601315700608,-0.0016384969867635,-0.0014422240846748,-0.0013735853297563,-0.0012815920489454,-0.0013336196695951,0.0093227110207165,0.0010816580728142
59,1.68,-0.0013687026227706,-0.0014494219115335,-0.0014772407901497,-0.0013681946280225,-0.0013605441159958,0.0333055435787556,-0.0013742685158415,-0.0016525453695874,-0.0014574576238697,-0.0013885939057169,-0.0012964215245958,-0.0013488908716588,0.0093280969727673,0.0010723408742148
60,1.7,-0.0013822132247292,-0.0014634586296903,-0.0014917428584797,-0.0013827937569381,-0.0013753715388094,0.0333574739869353,-0.0013885004714696,-0.0016665594850067,-0.0014729536457769,-0.0014034444449267,-0.0013115397878265,-0.0013640683485467,0.0093334447684752,0.0010628003540807
61,1.72,-0.0013960485743337,-0.0014777113881765,-0.0015059529059914,-0.0013975137914309,-0.0013903181342199,0.0334086630158954,-0.0014024492742763,-0.0016805408647552,-0.0014881729270297,-0.0014184995178286,-0.0013262485043382,-0.0013792740974048,0.009338443781091,0.0010531740041084
62,1.74,-0.0014096612063935,-0.001492020141671,-0.0015204862883249,-0.0014120322935961,-0.0014050532706122,0.0334602084481447,-0.0014165569321106,-0.0016944983070327,-0.0015032858840513,-0.0014334030370428,-0.0013411564933985,-0.0013944006074553,0.0093429925558751,0.0010434417613764
63,1.76,-0.0014232535069864,-0.0015061644618858,-0.00153472168838,-0.0014263184206212,-0.0014200793955088,0.0335103134479226,-0.0014305938049496,-0.0017084480160493,-0.0015186299270446,-0.0014483551373112,-0.0013557707448979,-0.001409667912037,0.0093482563908214,0.0010339853615824
64,1.78,-0.001436842913733,-0.0015202418794989,-0.0015491463077894,-0.0014407380211026,-0.0014348831154728,0.0335602197760943,-0.0014447941983632,-0.0017224531129366,-0.001533461652032,-0.001463508104364,-0.0013706703625832,-0.0014246962632382,0.0093530296514534,0.0010246524020853
65,1.8,-0.0014501699261001,-0.0015342647196741,-0.0015630600925633,-0.0014554025576086,-0.001449747903182,0.033610172726262,-0.0014587390514277,-0.0017362962056944,-0.0015484580947324,-0.0014782367714328,-0.0013853266458742,-0.0014396404829079,0.0093577137690702,0.0010148800701822
66,1.82,-0.0014635544037058,-0.0015484426421,-0.0015774510307719,-0.0014699152043828,-0.001464534972426,0.0336594407030557,-0.0014727692840734,-0.0017501632064955,-0.0015637161098383,-0.0014931374656983,-0.0013999705197654,-0.0014545850553089,0.009362422265422,0.001005356493845
67,1.84,-0.0014772837096653,-0.0015625319852314,-0.0015912985314729,-0.0014841518079214,-0.0014790993434108,0.0337082535332559,-0.0014863300409377,-0.001763967630051,-0.0015786579469223,-0.0015078233180217,-0.0014146673743103,-0.0014697304634681,0.0093669036543223,0.000995972203138
68,1.86,-0.0014905256727997,-0.0015762571033801,-0.0016055590957647,-0.0014984093327279,-0.0014938110696305,0.0337566875788109,-0.0015003575501573,-0.0017777048270013,-0.0015935732149894,-0.001522774756594,-0.0014293446044997,-0.0014846249701455,0.0093715781529642,0.0009861643610769
69,1.88,-0.001503734477635,-0.0015902968710146,-0.0016194952273709,-0.0015125236088222,-0.0015083681418735,0.0338044813249713,-0.0015141191546706,-0.0017915815687345,-0.0016086712557202,-0.0015374051503006,-0.0014437336442041,-0.0014996395165095,0.009375776437756,0.000976752082983
70,1.9,-0.0015173575854673,-0.0016039659056724,-0.0016335778657582,-0.0015269218534667,-0.0015228476040686,0.0338524871067609,-0.0015279455339562,-0.0018051634383209,-0.0016235209051576,-0.0015516565843454,-0.0014582811254508,-0.0015144894027166,0.0093801468079001,0.0009674312284676
71,1.92,-0.0015305525192159,-0.0016177717820215,-0.0016476093857235,-0.0015410015210663,-0.0015374970731989,0.0338996381031928,-0.001541828547763,-0.001818896654053,-0.0016383099089784,-0.0015662401648516,-0.0014727678095962,-0.0015290879177498,0.009384323158995,0.0009576599448663
72,1.94,-0.0015436748558991,-0.0016316995212187,-0.0016615085419375,-0.001555041803309,-0.0015520943276919,0.0339462295848104,-0.0015555509491805,-0.0018325000260647,-0.0016531718474074,-0.00158111851863,-0.0014871309215453,-0.0015438735780167,0.0093888487435391,0.0009481857800009
73,1.96,-0.0015568889979699,-0.001645382755563,-0.0016754597137901,-0.0015691199402242,-0.0015664724014471,0.0339930710971229,-0.0015689908155562,-0.0018460884495101,-0.0016679349501526,-0.0015954539329715,-0.0015014986746099,-0.0015587497696416,0.0093924274827317,0.0009384428698923
74,1.98,-0.0015700251416887,-0.0016589832232864,-0.0016891652559964,-0.0015831211208938,-0.0015808595076739,0.0340385185416559,-0.0015825663241866,-0.0018596072354863,-0.0016825891556259,-0.0016098022943035,-0.0015157337204348,-0.0015732975028965,0.0093962073315738,0.00092913013969
75,2.0,-0.0015829328990798709,-0.0016727083330415177,-0.0017028459007128194,-0.0015970816114000426,-0.0015951472794465144,0.034084045128120265,-0.001596174005366759,-0.0018729780914153718,-0.001697272412326042,-0.0016242474925915443,-0.001530126637436501,-0.001587931518544991,0.009399796436172973,0.0009195881779538428
